feature,symbol,name
mRNA,LOC118276184,coiled-coil domain-containing protein 149-like
mRNA,LOC118276174,protein Daple-like
ncRNA,LOC118276472,uncharacterized LOC118276472
mRNA,LOC118276471,histidine-rich glycoprotein-like
mRNA,LOC118276474,protein couch potato-like
mRNA,LOC118276406,PRADC1-like protein
mRNA,LOC118276055,endoribonuclease Dicer-like
mRNA,LOC118276057,juvenile hormone epoxide hydrolase-like
mRNA,LOC118276058,60S ribosomal protein L18a
mRNA,LOC118276356,aarF domain-containing kinase 1-like
mRNA,LOC118276325,uncharacterized LOC118276325
mRNA,LOC118276466,"ubiquinone biosynthesis O-methyltransferase, mitochondrial-like"
mRNA,LOC118276299,uncharacterized LOC118276299
mRNA,LOC118275999,uncharacterized LOC118275999
mRNA,LOC118276113,uncharacterized LOC118276113
mRNA,LOC118276457,alkaline phosphatase-like
mRNA,LOC118276324,uncharacterized LOC118276324
mRNA,LOC118276399,juvenile hormone-binding protein-like
mRNA,LOC118276400,juvenile hormone-binding protein-like
mRNA,LOC118276102,uncharacterized LOC118276102
mRNA,LOC118276101,replication factor C subunit 3-like
mRNA,LOC118276103,beta-secretase 1-like
mRNA,LOC118276000,uncharacterized LOC118276000
mRNA,LOC118276353,uncharacterized LOC118276353
mRNA,LOC118276473,trace amine-associated receptor 1-like
mRNA,LOC118276414,circadian clock-controlled protein daywake-like
mRNA,LOC118276352,uncharacterized LOC118276352
mRNA,LOC118276283,uncharacterized LOC118276283
mRNA,LOC118276317,uncharacterized LOC118276317
mRNA,LOC118276328,circadian clock-controlled protein daywake-like
mRNA,LOC118276479,circadian clock-controlled protein daywake-like
mRNA,LOC118276089,prominin-1-A-like
mRNA,LOC118276090,protein takeout-like
mRNA,LOC118276091,larval/pupal cuticle protein H1C-like
mRNA,LOC118276092,cuticle protein 16.5-like
mRNA,LOC118276094,keratin-associated protein 6-2-like
mRNA,LOC118276093,keratin-associated protein 19-2-like
mRNA,LOC118276002,ice-structuring glycoprotein-like
mRNA,LOC118276403,cuticle protein 16.5-like
mRNA,LOC118276281,cuticle protein 16.5-like
mRNA,LOC118276450,chromatin modification-related protein eaf-1-like
ncRNA,LOC118276410,uncharacterized LOC118276410
mRNA,LOC118276464,cuticle protein 16.5-like
mRNA,LOC118276465,uncharacterized LOC118276465
mRNA,LOC118276003,cyclin-dependent kinase 8-like
mRNA,LOC118276426,cyclin-dependent kinase 8-like
mRNA,LOC118276124,mucin-2-like
mRNA,LOC118276125,acyl-CoA Delta(11) desaturase-like
mRNA,LOC118276006,uncharacterized LOC118276006
mRNA,LOC118276343,transmembrane protease serine 9-like
mRNA,LOC118276333,plasma kallikrein-like
mRNA,LOC118276007,chymotrypsinogen 2-like
mRNA,LOC118276455,chymotrypsin A-like
mRNA,LOC118276008,kallikrein-8-like
mRNA,LOC118276456,uncharacterized LOC118276456
mRNA,LOC118276009,uncharacterized LOC118276009
mRNA,LOC118276454,plasma kallikrein-like
mRNA,LOC118276323,chymotrypsin A-like
mRNA,LOC118276010,chymotrypsinogen A-like
mRNA,LOC118276451,transcription factor collier-like
mRNA,LOC118276226,uncharacterized LOC118276226
mRNA,LOC118276068,RNA/RNP complex-1-interacting phosphatase-like
mRNA,LOC118276069,receptor expression-enhancing protein 1-like
mRNA,LOC118276070,lysine-specific demethylase 3A-like
mRNA,LOC118276458,uncharacterized LOC118276458
mRNA,LOC118276296,uncharacterized LOC118276296
mRNA,LOC118276097,"glutenin, high molecular weight subunit DX5-like"
mRNA,LOC118276096,uncharacterized LOC118276096
mRNA,LOC118276098,mucin-2-like
mRNA,LOC118276100,circadian clock-controlled protein daywake-like
mRNA,LOC118276099,uncharacterized LOC118276099
mRNA,LOC118276405,uncharacterized LOC118276405
mRNA,LOC118276013,uncharacterized LOC118276013
mRNA,LOC118275973,monocarboxylate transporter 3-like
mRNA,LOC118276496,monocarboxylate transporter 3-like
mRNA,LOC118276497,uncharacterized LOC118276497
mRNA,LOC118276498,dehydrodolichyl diphosphate synthase complex subunit NUS1-like
mRNA,LOC118276449,uncharacterized LOC118276449
mRNA,LOC118276288,uncharacterized LOC118276288
mRNA,LOC118276014,uncharacterized LOC118276014
mRNA,LOC118276290,gustatory and odorant receptor 22-like
mRNA,LOC118276015,uncharacterized LOC118276015
mRNA,LOC118276289,gustatory and odorant receptor 22-like
mRNA,LOC118276016,calsenilin-like
mRNA,LOC118276291,small ubiquitin-related modifier 3-like
mRNA,LOC118276285,delta(14)-sterol reductase TM7SF2-like
mRNA,LOC118276287,uncharacterized LOC118276287
mRNA,LOC118276286,uncharacterized LOC118276286
mRNA,LOC118276186,phospholipid hydroperoxide glutathione peroxidase-like
mRNA,LOC118276187,probable phospholipid hydroperoxide glutathione peroxidase
mRNA,LOC118276188,"iron-sulfur cluster assembly enzyme ISCU, mitochondrial-like"
mRNA,LOC118276117,serine/arginine repetitive matrix protein 2-like
mRNA,LOC118276066,uncharacterized LOC118276066
mRNA,LOC118276067,transmembrane protein 230-like
mRNA,LOC118276065,dnaJ homolog subfamily C member 21-like
mRNA,LOC118276017,MORN repeat-containing protein 5-like
mRNA,LOC118276085,MORN repeat-containing protein 5-like
mRNA,LOC118276018,MORN repeat-containing protein 5-like
mRNA,LOC118276086,mucin-5AC-like
mRNA,LOC118276087,uncharacterized LOC118276087
mRNA,LOC118276292,uncharacterized LOC118276292
mRNA,LOC118276244,uncharacterized LOC118276244
mRNA,LOC118276433,diuretic hormone class 2
mRNA,LOC118276020,catalase-like
mRNA,LOC118276021,catalase-2-like
mRNA,LOC118276022,catalase-like
mRNA,LOC118276023,peroxisomal catalase 1-like
mRNA,LOC118276024,peroxisomal catalase 1-like
mRNA,LOC118276025,catalase-like
mRNA,LOC118276026,catalase-like
mRNA,LOC118276027,peroxisomal catalase 1-like
mRNA,LOC118276028,catalase-like
mRNA,LOC118276029,catalase-like
mRNA,LOC118276031,peroxisomal catalase 1-like
mRNA,LOC118276032,catalase-like
mRNA,LOC118276269,cAMP-dependent protein kinase catalytic subunit 1-like
mRNA,LOC118276270,cAMP-dependent protein kinase catalytic subunit 1
mRNA,LOC118276275,uncharacterized LOC118276275
mRNA,LOC118276259,ionotropic receptor 25a-like
mRNA,LOC118276266,leucine zipper putative tumor suppressor 2 homolog
mRNA,LOC118276263,uncharacterized LOC118276263
mRNA,LOC118276261,mitochondrial proton/calcium exchanger protein-like
mRNA,LOC118276273,"oligoribonuclease, mitochondrial-like"
mRNA,LOC118276272,BTB/POZ domain-containing protein KCTD12-like
mRNA,LOC118276276,acylphosphatase-2-like
mRNA,LOC118276274,"succinate dehydrogenase cytochrome b560 subunit, mitochondrial-like"
mRNA,LOC118276262,transferrin-like
mRNA,LOC118276271,probable E3 SUMO-protein ligase RNF212
mRNA,LOC118276278,ATP-dependent RNA helicase glh-1-like
ncRNA,LOC118276279,uncharacterized LOC118276279
mRNA,LOC118276268,leucine-rich repeat neuronal protein 3-like
mRNA,LOC118276265,vang-like protein 1
mRNA,LOC118276264,uncharacterized LOC118276264
mRNA,LOC118276260,SCY1-like protein 2
mRNA,LOC118276191,TM2 domain-containing protein CG11103-like
mRNA,LOC118276301,40S ribosomal protein S13
mRNA,LOC118276302,uncharacterized LOC118276302
mRNA,LOC118276303,uncharacterized LOC118276303
mRNA,LOC118276255,trafficking protein particle complex subunit 5-like
mRNA,LOC118276380,ras-related protein Rab-39B-like
mRNA,LOC118276376,THAP domain-containing protein 1-like
mRNA,LOC118276366,uncharacterized LOC118276366
mRNA,LOC118276379,uncharacterized LOC118276379
mRNA,LOC118276370,WD and tetratricopeptide repeats protein 1-like
mRNA,LOC118276373,coiled-coil domain-containing protein 130 homolog
mRNA,LOC118276365,vacuolar protein sorting-associated protein 13A-like
mRNA,LOC118276377,uncharacterized LOC118276377
mRNA,LOC118276381,uncharacterized LOC118276381
mRNA,LOC118276385,uncharacterized LOC118276385
mRNA,LOC118276378,uncharacterized LOC118276378
mRNA,LOC118276372,WD and tetratricopeptide repeats protein 1-like
mRNA,LOC118276375,coiled-coil domain-containing protein 130 homolog
mRNA,LOC118276364,vacuolar protein sorting-associated protein 13A-like
mRNA,LOC118276383,uncharacterized LOC118276383
ncRNA,LOC118276386,uncharacterized LOC118276386
mRNA,LOC118276382,uncharacterized LOC118276382
mRNA,LOC118276369,liprin-alpha-1-like
ncRNA,LOC118276387,uncharacterized LOC118276387
mRNA,LOC118276205,ribosome biogenesis protein BMS1 homolog
mRNA,LOC118276111,protein Aster-B-like
mRNA,LOC118276424,ubiquitin-40S ribosomal protein S27a
mRNA,LOC118276422,E3 ubiquitin-protein ligase Mdm2-like
mRNA,LOC118276423,ribosome biogenesis protein NSA2 homolog
mRNA,LOC118276119,thymosin beta-like
mRNA,LOC118276075,putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13
mRNA,LOC118276390,regucalcin-like
mRNA,LOC118276488,regucalcin-like
mRNA,LOC118276489,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial-like"
mRNA,LOC118276490,cyclin-K-like
mRNA,LOC118276491,tyrosine-protein phosphatase non-receptor type 21-like
mRNA,LOC118276437,oxygen-dependent coproporphyrinogen-III oxidase-like
mRNA,LOC118276434,syntaxin-binding protein 5-like
mRNA,LOC118276438,glycerol-3-phosphate phosphatase-like
mRNA,LOC118276439,uncharacterized LOC118276439
mRNA,LOC118276436,basic juvenile hormone-suppressible protein 1-like
mRNA,LOC118276033,serine/threonine-protein phosphatase 6 regulatory subunit 3-A-like
mRNA,LOC118276441,probable ATP-dependent RNA helicase DDX10
mRNA,LOC118276442,cathepsin L1-like
mRNA,LOC118276443,zinc finger C4H2 domain-containing protein-like
mRNA,LOC118276440,PHD and RING finger domain-containing protein 1-like
mRNA,LOC118276061,lysosomal aspartic protease-like
mRNA,LOC118276034,uncharacterized LOC118276034
mRNA,LOC118276035,tetraspanin-1-like
misc_RNA,LOC118276063,uncharacterized LOC118276063
mRNA,LOC118276062,uncharacterized LOC118276062
mRNA,LOC118275975,major facilitator superfamily domain-containing protein 6-like
mRNA,LOC118275974,"glutamate receptor ionotropic, kainate 2-like"
mRNA,LOC118276036,metabotropic glutamate receptor 5-like
mRNA,LOC118276204,adhesion G protein-coupled receptor A3-like
mRNA,LOC118276358,kinesin-like protein KIF20B
mRNA,LOC118276427,pre-mRNA-splicing factor Slu7-like
mRNA,LOC118276254,sorting nexin-12-like
mRNA,LOC118276487,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A-like"
mRNA,LOC118276459,ashwin-like
mRNA,LOC118276059,blood vessel epicardial substance-like
mRNA,LOC118276060,dnaJ homolog subfamily C member 25 homolog
mRNA,LOC118276467,DALR anticodon-binding domain-containing protein 3-like
mRNA,LOC118276468,max dimerization protein 1-like
mRNA,LOC118276351,uncharacterized LOC118276351
mRNA,LOC118276215,uncharacterized LOC118276215
mRNA,LOC118276132,PWWP domain-containing protein 2A-like
mRNA,LOC118276133,sideroflexin-2-like
mRNA,LOC118276011,uncharacterized LOC118276011
mRNA,LOC118276037,zinc finger BED domain-containing protein 1-like
mRNA,LOC118276298,SRR1-like protein
mRNA,LOC118276038,protein FMC1 homolog
mRNA,LOC118276297,"short/branched chain specific acyl-CoA dehydrogenase, mitochondrial-like"
mRNA,LOC118276243,activator of 90 kDa heat shock protein ATPase homolog 1-like
mRNA,LOC118276362,uncharacterized LOC118276362
mRNA,LOC118276042,protein TANC2-like
ncRNA,LOC118276519,U1 spliceosomal RNA
mRNA,LOC118276039,spore wall protein 2-like
ncRNA,LOC118276043,uncharacterized LOC118276043
mRNA,LOC118276476,uncharacterized LOC118276476
mRNA,LOC118276041,uncharacterized LOC118276041
mRNA,LOC118276391,uncharacterized LOC118276391
mRNA,LOC118276480,uncharacterized LOC118276480
mRNA,LOC118276320,phosphoglycolate phosphatase 2-like
mRNA,LOC118276321,uncharacterized LOC118276321
mRNA,LOC118276305,uncharacterized LOC118276305
mRNA,LOC118276952,toll-like receptor 3
mRNA,LOC118276862,protein IWS1 homolog
mRNA,LOC118276934,uncharacterized LOC118276934
mRNA,LOC118276762,spherulin-2A-like
mRNA,LOC118276761,RNA polymerase-associated protein Rtf1-like
mRNA,LOC118276889,transcription factor MafK-like
mRNA,LOC118276929,"glucose dehydrogenase [FAD, quinone]-like"
mRNA,LOC118276784,"glucose dehydrogenase [FAD, quinone]-like"
mRNA,LOC118276606,nephrin-like
mRNA,LOC118276610,transmembrane protease serine 2-like
mRNA,LOC118276608,nose resistant to fluoxetine protein 6-like
mRNA,LOC118276609,O-acyltransferase like protein-like
mRNA,LOC118276938,uncharacterized LOC118276938
ncRNA,LOC118276828,uncharacterized LOC118276828
mRNA,LOC118276797,uncharacterized LOC118276797
mRNA,LOC118276796,lactoylglutathione lyase-like
mRNA,LOC118276896,uncharacterized LOC118276896
mRNA,LOC118276901,uncharacterized LOC118276901
mRNA,LOC118277016,probable ATP-dependent RNA helicase DHX35
mRNA,LOC118277017,ceramide phosphoethanolamine synthase-like
mRNA,LOC118277015,uncharacterized LOC118277015
mRNA,LOC118276750,uncharacterized LOC118276750
mRNA,LOC118276751,hemicentin-2-like
mRNA,LOC118276753,uncharacterized LOC118276753
mRNA,LOC118276754,uncharacterized GMC-type oxidoreductase Mb1310-like
mRNA,LOC118276755,"glucose dehydrogenase [FAD, quinone]-like"
mRNA,LOC118276756,"glucose dehydrogenase [FAD, quinone]-like"
mRNA,LOC118276879,uncharacterized LOC118276879
mRNA,LOC118276900,uncharacterized LOC118276900
mRNA,LOC118277012,mediator of RNA polymerase II transcription subunit 15-like
mRNA,LOC118277013,uncharacterized LOC118277013
mRNA,LOC118277014,uncharacterized LOC118277014
mRNA,LOC118276549,zinc finger CCCH domain-containing protein 13-like
mRNA,LOC118276749,homeobox protein SIX2-like
mRNA,LOC118276655,regulator of chromosome condensation-like
mRNA,LOC118276845,methylosome subunit pICln-like
mRNA,LOC118276689,uncharacterized LOC118276689
mRNA,LOC118276840,regulation of enolase protein 1-like
mRNA,LOC118276839,rRNA 2'-O-methyltransferase fibrillarin-like
mRNA,LOC118276988,WD repeat-containing protein 43-like
misc_RNA,LOC118276986,uncharacterized LOC118276986
mRNA,LOC118276987,uncharacterized LOC118276987
mRNA,LOC118276653,ALK tyrosine kinase receptor-like
mRNA,LOC118276654,transmembrane channel-like protein 7
mRNA,LOC118276686,uncharacterized LOC118276686
mRNA,LOC118276684,tubulin-specific chaperone E-like
mRNA,LOC118276683,transmembrane channel-like protein 7
mRNA,LOC118276685,uncharacterized LOC118276685
mRNA,LOC118276898,tubulin-specific chaperone E-like
mRNA,LOC118276804,protein enabled-like
mRNA,LOC118276813,uncharacterized LOC118276813
mRNA,LOC118276818,DNA polymerase epsilon subunit 3-like
mRNA,LOC118276807,mitogen-activated protein kinase kinase kinase kinase 5-like
mRNA,LOC118276810,ribosomal protein S6 kinase alpha-4-like
mRNA,LOC118276815,protein enabled-like
mRNA,LOC118276811,phospholipid transfer protein C2CD2L-like6
mRNA,LOC118276817,DNA polymerase epsilon subunit 3-like
mRNA,LOC118276805,mitogen-activated protein kinase kinase kinase kinase 5-like
mRNA,LOC118276808,ribosomal protein S6 kinase alpha-4-like
mRNA,LOC118276816,serine/threonine-protein kinase psk1-like
mRNA,LOC118276809,CCAAT/enhancer-binding protein zeta-like
ncRNA,LOC118277044,U5 spliceosomal RNA
mRNA,LOC118276877,actin-related protein 2
mRNA,LOC118276926,tyrosine-protein kinase-like otk
mRNA,LOC118276892,probable deoxyhypusine synthase
mRNA,LOC118276971,uncharacterized LOC118276971
mRNA,LOC118276665,WAS/WASL-interacting protein family member 3-like
mRNA,LOC118276662,serine/threonine-protein kinase MARK2-like5
mRNA,LOC118276645,poly(A) polymerase type 3-like
mRNA,LOC118276551,poly(A) polymerase type 3-like
misc_RNA,LOC118276789,poly(A) polymerase gamma-like
mRNA,LOC118276865,uncharacterized LOC118276865
mRNA,LOC118276552,poly(A) polymerase type 3-like
mRNA,LOC118276553,poly(A) polymerase type 3-like
mRNA,LOC118276554,poly(A) polymerase type 3-like
mRNA,LOC118276893,zinc finger protein 585B-like
mRNA,LOC118276829,zinc finger protein 271-like
mRNA,LOC118276954,macro domain-containing protein RSc0334-like
mRNA,LOC118276613,neutral alpha-glucosidase AB-like
mRNA,LOC118276614,uncharacterized LOC118276614
mRNA,LOC118277022,valine--tRNA ligase-like
mRNA,LOC118277023,seipin-like
mRNA,LOC118277024,plant intracellular Ras-group-related LRR protein 7-like
mRNA,LOC118277025,uncharacterized LOC118277025
mRNA,LOC118277041,cofilin/actin-depolymerizing factor homolog
mRNA,LOC118277042,uncharacterized LOC118277042
mRNA,LOC118277043,uncharacterized LOC118277043
mRNA,LOC118276995,mating-type protein A-alpha Y1-like
mRNA,LOC118276884,beclin-1-like protein
mRNA,LOC118276970,collagen alpha-1(III) chain-like
mRNA,LOC118276981,uncharacterized LOC118276981
mRNA,LOC118276693,sex peptide receptor-like
mRNA,LOC118276555,uncharacterized protein K02A2.6-like
mRNA,LOC118276556,uncharacterized LOC118276556
mRNA,LOC118276694,uncharacterized LOC118276694
ncRNA,LOC118277011,uncharacterized LOC118277011
mRNA,LOC118277009,uncharacterized LOC118277009
mRNA,LOC118276620,60S ribosome subunit biogenesis protein NIP7 homolog
mRNA,LOC118276618,calpain-B-like
ncRNA,LOC118276622,uncharacterized LOC118276622
ncRNA,LOC118276621,uncharacterized LOC118276621
mRNA,LOC118276557,uncharacterized LOC118276557
mRNA,LOC118276941,calpain-A-like
mRNA,LOC118276949,uncharacterized LOC118276949
mRNA,LOC118276709,uncharacterized LOC118276709
mRNA,LOC118276710,titin-like
mRNA,LOC118276715,dynein regulatory complex protein 8-like
mRNA,LOC118276713,uncharacterized LOC118276713
mRNA,LOC118276712,heterogeneous nuclear ribonucleoprotein U-like protein 2
mRNA,LOC118276648,deubiquitinase DESI2-like
mRNA,LOC118276647,coatomer subunit delta-like
mRNA,LOC118276649,uncharacterized LOC118276649
mRNA,LOC118276939,UPF0488 protein CG14286-like
mRNA,LOC118277038,mitochondrial import inner membrane translocase subunit Tim10-like
mRNA,LOC118277036,GPI mannosyltransferase 1-like
mRNA,LOC118277039,uncharacterized LOC118277039
ncRNA,LOC118277040,uncharacterized LOC118277040
mRNA,LOC118277035,vacuolar protein sorting-associated protein 26B-like
mRNA,LOC118277037,mitochondrial import receptor subunit TOM20 homolog
mRNA,LOC118276891,porphobilinogen deaminase-like
mRNA,LOC118276743,uncharacterized LOC118276743
mRNA,LOC118276623,uncharacterized LOC118276623
mRNA,LOC118276625,uncharacterized LOC118276625
mRNA,LOC118276957,serologically defined colon cancer antigen 8 homolog
mRNA,LOC118276935,uncharacterized LOC118276935
mRNA,LOC118276843,cysteine-rich PDZ-binding protein-like
mRNA,LOC118276819,cysteine-rich PDZ-binding protein-like
mRNA,LOC118276844,cysteine-rich PDZ-binding protein-like
mRNA,LOC118276944,uncharacterized protein DDB_G0283697-like
mRNA,LOC118276905,uncharacterized LOC118276905
mRNA,LOC118276612,uncharacterized LOC118276612
mRNA,LOC118276888,protein FAM98B-like
mRNA,LOC118276735,BUD13 homolog
ncRNA,LOC118276956,uncharacterized LOC118276956
mRNA,LOC118276666,sperm surface protein Sp17-like
ncRNA,LOC118276667,uncharacterized LOC118276667
mRNA,LOC118276780,uncharacterized LOC118276780
mRNA,LOC118276950,uncharacterized LOC118276950
mRNA,LOC118276951,uncharacterized LOC118276951
ncRNA,LOC118277001,uncharacterized LOC118277001
ncRNA,LOC118277002,uncharacterized LOC118277002
mRNA,LOC118277006,uncharacterized LOC118277006
mRNA,LOC118277005,eukaryotic translation initiation factor 4 gamma-like
mRNA,LOC118276688,E3 ubiquitin-protein ligase CBL-B-like
mRNA,LOC118276985,sex peptide receptor-like
ncRNA,LOC118277008,uncharacterized LOC118277008
mRNA,LOC118277007,uncharacterized LOC118277007
mRNA,LOC118276764,60S ribosome subunit biogenesis protein NIP7 homolog
mRNA,LOC118276564,uncharacterized LOC118276564
mRNA,LOC118276629,calpain-B-like
mRNA,LOC118276979,uncharacterized LOC118276979
mRNA,LOC118276942,calpain-A-like
mRNA,LOC118276943,"exonuclease DPD1, chloroplastic/mitochondrial-like"
mRNA,LOC118276730,uncharacterized LOC118276730
mRNA,LOC118276853,uncharacterized LOC118276853
mRNA,LOC118276854,serum response factor-binding protein 1-like
mRNA,LOC118276859,dynein regulatory complex protein 8-like
mRNA,LOC118276857,uncharacterized LOC118276857
mRNA,LOC118276855,heterogeneous nuclear ribonucleoprotein U-like protein 2
mRNA,LOC118276858,uncharacterized LOC118276858
mRNA,LOC118276741,deubiquitinase DESI2-like
mRNA,LOC118276740,coatomer subunit delta-like
mRNA,LOC118276565,uncharacterized LOC118276565
mRNA,LOC118276961,UPF0488 protein CG14286-like
mRNA,LOC118276917,mitochondrial import inner membrane translocase subunit Tim10-like
mRNA,LOC118276915,GPI mannosyltransferase 1-like
ncRNA,LOC118276918,uncharacterized LOC118276918
mRNA,LOC118276914,vacuolar protein sorting-associated protein 26B-like
mRNA,LOC118276916,mitochondrial import receptor subunit TOM20 homolog
mRNA,LOC118276919,porphobilinogen deaminase-like
mRNA,LOC118276920,uncharacterized LOC118276920
mRNA,LOC118276600,uncharacterized LOC118276600
mRNA,LOC118276601,uncharacterized LOC118276601
ncRNA,LOC118276602,uncharacterized LOC118276602
mRNA,LOC118276959,serologically defined colon cancer antigen 8 homolog
mRNA,LOC118276566,uncharacterized LOC118276566
mRNA,LOC118276880,cysteine-rich PDZ-binding protein-like
mRNA,LOC118276881,cysteine-rich PDZ-binding protein-like
mRNA,LOC118276567,cysteine-rich PDZ-binding protein-like
mRNA,LOC118276791,cysteine-rich PDZ-binding protein-like
mRNA,LOC118276860,cysteine-rich PDZ-binding protein-like
mRNA,LOC118276723,cysteine-rich PDZ-binding protein-like
mRNA,LOC118276724,cysteine-rich PDZ-binding protein-like
mRNA,LOC118276725,cysteine-rich PDZ-binding protein-like
mRNA,LOC118276568,myb-like protein X
mRNA,LOC118276894,uncharacterized LOC118276894
mRNA,LOC118276633,uncharacterized LOC118276633
mRNA,LOC118276731,protein FAM98B-like
mRNA,LOC118276792,BUD13 homolog
mRNA,LOC118276793,uncharacterized LOC118276793
mRNA,LOC118276569,uncharacterized LOC118276569
mRNA,LOC118276627,sperm surface protein Sp17-like
mRNA,LOC118276626,uncharacterized LOC118276626
ncRNA,LOC118276628,uncharacterized LOC118276628
mRNA,LOC118276803,uncharacterized LOC118276803
mRNA,LOC118276953,uncharacterized LOC118276953
mRNA,LOC118276908,uncharacterized LOC118276908
ncRNA,LOC118277019,uncharacterized LOC118277019
mRNA,LOC118276788,uncharacterized LOC118276788
mRNA,LOC118276787,eukaryotic translation initiation factor 4 gamma-like
mRNA,LOC118276676,E3 ubiquitin-protein ligase CBL-like
mRNA,LOC118276874,uncharacterized LOC118276874
mRNA,LOC118276875,protein PIF-like
mRNA,LOC118276681,irregular chiasm C-roughest protein-like
mRNA,LOC118276842,uncharacterized LOC118276842
ncRNA,LOC118276921,uncharacterized LOC118276921
mRNA,LOC118276824,uncharacterized LOC118276824
mRNA,LOC118276846,irregular chiasm C-roughest protein-like
mRNA,LOC118276782,protein bowel-like
mRNA,LOC118277026,heterogeneous nuclear ribonucleoprotein L-like
mRNA,LOC118277031,3-oxoacyl-[acyl-carrier-protein] reductase FabG-like
mRNA,LOC118277030,uncharacterized oxidoreductase SSP0419-like
mRNA,LOC118277028,uncharacterized oxidoreductase SAS2370-like
mRNA,LOC118277032,uncharacterized oxidoreductase SSP0419-like
mRNA,LOC118277027,zinc finger protein 510-like
mRNA,LOC118276718,"adrenodoxin-like protein 1, mitochondrial"
mRNA,LOC118276897,zinc finger protein 26-like
mRNA,LOC118276837,F-box only protein 28-like
mRNA,LOC118276965,uncharacterized LOC118276965
mRNA,LOC118276996,uncharacterized LOC118276996
mRNA,LOC118276722,uncharacterized LOC118276722
mRNA,LOC118276719,uncharacterized LOC118276719
mRNA,LOC118276720,uncharacterized LOC118276720
mRNA,LOC118276876,GTP cyclohydrolase 1-like
mRNA,LOC118276570,uncharacterized LOC118276570
mRNA,LOC118276571,probable beta-hexosaminidase fdl
mRNA,LOC118276572,proton-coupled amino acid transporter-like protein CG1139
mRNA,LOC118276574,proton-coupled amino acid transporter-like protein pathetic
mRNA,LOC118276825,neural cell adhesion molecule 1-like
mRNA,LOC118276912,uncharacterized LOC118276912
mRNA,LOC118276727,"delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial-like"
mRNA,LOC118276669,"sprouty-related, EVH1 domain-containing protein 1-like"
mRNA,LOC118276668,uncharacterized LOC118276668
mRNA,LOC118276670,uncharacterized LOC118276670
mRNA,LOC118276867,neurotrimin-like
mRNA,LOC118276866,THAP domain-containing protein 5-like
mRNA,LOC118276786,m7GpppX diphosphatase-like
mRNA,LOC118276785,uncharacterized LOC118276785
mRNA,LOC118276716,uncharacterized LOC118276716
mRNA,LOC118276597,pleckstrin homology-like domain family B member 2
mRNA,LOC118276599,uncharacterized LOC118276599
mRNA,LOC118276930,uncharacterized LOC118276930
mRNA,LOC118276728,cytadherence high molecular weight protein 1-like
mRNA,LOC118276873,pro-resilin-like
mRNA,LOC118276575,pro-resilin-like
mRNA,LOC118276989,spherulin-2A-like
mRNA,LOC118276576,spherulin-2A-like
mRNA,LOC118276927,lysophosphatidylserine lipase ABHD12-like
ncRNA,LOC118276928,uncharacterized LOC118276928
mRNA,LOC118276577,lysophosphatidylserine lipase ABHD12-like
mRNA,LOC118276864,homeobox protein OTX1-like
mRNA,LOC118276830,thioredoxin-related transmembrane protein 1-like
ncRNA,LOC118276604,uncharacterized LOC118276604
mRNA,LOC118276603,serine/threonine-protein kinase Genghis Khan-like
mRNA,LOC118276777,protein lines-like
mRNA,LOC118276690,uncharacterized LOC118276690
mRNA,LOC118276925,puff-specific protein Bx42-like
mRNA,LOC118276635,thioredoxin-2-like
mRNA,LOC118276634,prostamide/prostaglandin F synthase-like
mRNA,LOC118276924,ommochrome-binding protein-like
mRNA,LOC118276847,uncharacterized LOC118276847
mRNA,LOC118276931,mediator of RNA polymerase II transcription subunit 15-like
mRNA,LOC118276948,uncharacterized LOC118276948
mRNA,LOC118276671,nephrin-like
mRNA,LOC118276659,uncharacterized LOC118276659
mRNA,LOC118276660,glycerol kinase-like
mRNA,LOC118276945,zinc finger protein draculin-like
mRNA,LOC118276739,Golgi pH regulator-like
mRNA,LOC118277034,ryanodine receptor-like
mRNA,LOC118277033,suppressor protein SRP40-like
mRNA,LOC118276698,uncharacterized LOC118276698
ncRNA,LOC118276838,uncharacterized LOC118276838
mRNA,LOC118276578,uncharacterized LOC118276578
mRNA,LOC118276882,uncharacterized LOC118276882
mRNA,LOC118276883,zinc finger matrin-type protein 5-like
mRNA,LOC118276738,putative mediator of RNA polymerase II transcription subunit 29
mRNA,LOC118276579,uncharacterized LOC118276579
mRNA,LOC118276910,proton-coupled amino acid transporter-like protein CG1139
mRNA,LOC118276933,proton-coupled amino acid transporter-like protein pathetic
mRNA,LOC118276990,proton-coupled amino acid transporter-like protein pathetic
mRNA,LOC118276744,uncharacterized protein DDB_G0283357-like
misc_RNA,LOC118276962,uncharacterized LOC118276962
mRNA,LOC118276766,WD repeat-containing protein 48 homolog
mRNA,LOC118276822,irregular chiasm C-roughest protein-like
mRNA,LOC118276823,uncharacterized LOC118276823
mRNA,LOC118276580,putative nuclease HARBI1
ncRNA,LOC118276967,uncharacterized LOC118276967
mRNA,LOC118276966,uncharacterized LOC118276966
ncRNA,LOC118276968,uncharacterized LOC118276968
mRNA,LOC118276763,irregular chiasm C-roughest protein-like
mRNA,LOC118277000,uncharacterized LOC118277000
mRNA,LOC118276581,uncharacterized LOC118276581
