ATP6	ATP6^ATP6_ANOQU^ATP6_AEDAL^Tm1
XP_035444353.1	XP_035444353.1^DRM_ANOGA
XP_035444355.1	XP_035444355.1^DRM_ANOGA^zf-C2H2^sigP
XP_035444356.1	XP_035444356.1^DRM_ANOGA^zf-C2H2^sigP
XP_035444357.1	XP_035444357.1^DRM_ANOGA^zf-C2H2^sigP
XP_035444358.1	XP_035444358.1^DRM_ANOGA^zf-C2H2^sigP
XP_035444359.1	XP_035444359.1^MADF_DNA_bdg
XP_035444360.1	XP_035444360.1^PNCB_DROME^NAPRTase_N
XP_035444361.1	XP_035444361.1^Tm1
XP_035444363.1	XP_035444363.1^OR2_ANOGA^7tm_6^sigP^Tm1
XP_035444364.1	XP_035444364.1^7tm_6^Tm5
XP_035444365.1	XP_035444365.1^TRET1_BOMMO^TRET1_APILI^Sugar_tr^Tm1
XP_035444366.1	XP_035444366.1^GBF1_HUMAN^Sec7_N^sigP^Tm2
XP_035444367.1	XP_035444367.1^PNCB_DROME^NAPRTase_N
XP_035444368.1	XP_035444368.1^Tm1
XP_035444369.1	XP_035444369.1^sigP^Tm1
XP_035444370.1	XP_035444370.1^TTKB_DROME^BTB^sigP^Tm1
XP_035444371.1	XP_035444371.1^ESMC_DROME^HLH^Tm1
XP_035444372.1	XP_035444372.1^CTF18_XENLA^AAA^Tm1
XP_035444373.1	XP_035444373.1^ZBED4_MOUSE^zf-BED
XP_035444374.1	XP_035444374.1^ZBED4_MOUSE^zf-BED^Tm1
XP_035444375.1	XP_035444375.1^NSUN4_CAEEL^Methyltr_RsmB-F^sigP^Tm1
XP_035444376.1	XP_035444376.1^BRE4_CAEEL^CLIP_SPH_mas^Glyco_transf_7N^Tm1
XP_035444377.1	XP_035444377.1^B4GT2_HUMAN^B4GT2_MOUSE^Glyco_transf_7N^sigP^Tm1
XP_035444378.1	XP_035444378.1^5NTD_LUTLO^5_nucleotid_C^sigP^Tm1
XP_035444379.1	XP_035444379.1^5NTD_LUTLO^5_nucleotid_C^Tm1
XP_035444380.1	XP_035444380.1^DUF1759^sigP^Tm1
XP_035444382.1	XP_035444382.1^LPMO_10^sigP
XP_035444383.1	XP_035444383.1^WDHD1_XENLA^WD40^sigP^Tm1
XP_035444384.1	XP_035444384.1^EST1E_MOUSE^COesterase^sigP
XP_035444385.1	XP_035444385.1^SASB_ANAPL^BD-FAE
XP_035444386.1	XP_035444386.1^PBP_GOBP^Tm1
XP_035444390.1	XP_035444390.1^WDHD1_XENLA^WD40^sigP^Tm1
XP_035444391.1	XP_035444391.1^Prenyltrans^Tm1
XP_035444392.1	XP_035444392.1^KGP24_DROME^sigP
XP_035444393.1	XP_035444393.1^PGBD4_HUMAN^DDE_Tnp_1_7^Tm1
XP_035444394.1	XP_035444394.1^PGBD2_HUMAN^DDE_Tnp_1_7^Tm1
XP_035444395.1	XP_035444395.1^ARYA_MANSE^Hemocyanin_N^sigP^Tm1
XP_035444396.1	XP_035444396.1^RPGP1_HUMAN^Rap_GAP^Tm1
XP_035444397.1	XP_035444397.1^CGL_BOVIN^CGL_PIG^Cys_Met_Meta_PP^Tm1
XP_035444398.1	XP_035444398.1^Y1R1_DROME^zf-CCHC
XP_035444399.1	XP_035444399.1^ARYA_MANSE^Hemocyanin_N^sigP^Tm2
XP_035444400.1	XP_035444400.1^PIF1^Tm1
XP_035444401.1	XP_035444401.1^LRGUK_MOUSE^LRR_6^Tm1
XP_035444402.1	XP_035444402.1^VTI1A_HUMAN^V-SNARE^Tm1
XP_035444403.1	XP_035444403.1^sigP^Tm1
XP_035444404.1	XP_035444404.1^DHDH_XENTR^GFO_IDH_MocA^Tm1
XP_035444405.1	XP_035444405.1^Tm1
XP_035444406.1	XP_035444406.1^ORCT_DROME^MFS_1^Tm11
XP_035444408.1	XP_035444408.1^DUF321^zf-CCHC_3^Tm1
XP_035444409.1	XP_035444409.1^INSV_DROME^BEN^sigP^Tm1
XP_035444410.1	XP_035444410.1^HAM_DROME
XP_035444411.1	XP_035444411.1^ITBN_DROME^PSI_integrin^sigP^Tm1
XP_035444412.1	XP_035444412.1^DHDH_XENTR^GFO_IDH_MocA^Tm1
XP_035444413.1	XP_035444413.1^PI5K1_ARATH^MORN^Tm1
XP_035444414.1	XP_035444414.1^SWIM^Tm1
XP_035444415.1	XP_035444415.1^INSV_DROME^BEN^Tm1
XP_035444417.1	XP_035444417.1^sigP
XP_035444418.1	XP_035444418.1^INSV_DROME^Extensin_1^Tm1
XP_035444419.1	XP_035444419.1^PGBD3_HUMAN^DDE_Tnp_1_7^Tm2
XP_035444420.1	XP_035444420.1^DHDH_XENTR^GFO_IDH_MocA^Tm1
XP_035444421.1	XP_035444421.1^Y2R2_DROME^RVT_1^Tm2
XP_035444423.1	XP_035444423.1^ZN728_MOUSE^zf-AD^sigP^Tm1
XP_035444424.1	XP_035444424.1^RPOM_MOUSE^PPR^Tm1
XP_035444425.1	XP_035444425.1^ATAD2_PONAB^AAA
XP_035444426.1	XP_035444426.1^DHDH_XENTR^GFO_IDH_MocA^Tm1
XP_035444427.1	XP_035444427.1^LOV_DROME^BTB^sigP
XP_035444429.1	XP_035444429.1^ESMC_DROME^HLH^Tm1
XP_035444430.1	XP_035444430.1^CTF18_XENLA^AAA^Tm1
XP_035444431.1	XP_035444431.1^XRCC5_HUMAN^Ku_N^Tm2
XP_035444432.1	XP_035444432.1^LOLAL_DROME^TTKB_DROME^BTB^sigP
XP_035444433.1	XP_035444433.1^XRCC5_HUMAN^Ku_N^Tm2
XP_035444434.1	XP_035444434.1^PXYP1_XENTR^His_Phos_2^Tm1
XP_035444435.1	XP_035444435.1^TDRKH_BOMMO^KH_1^sigP^Tm2
XP_035444436.1	XP_035444436.1^TDRKH_BOMMO^KH_1^sigP^Tm1
XP_035444437.1	XP_035444437.1^DHDH_CANLF^Tm1
XP_035444438.1	XP_035444438.1^TDRKH_BOMMO^KH_1^sigP^Tm2
XP_035444439.1	XP_035444439.1^TDRKH_BOMMO^KH_1^sigP^Tm3
XP_035444440.1	XP_035444440.1^YB1_MDBVW^BEN^sigP^Tm1
XP_035444441.1	XP_035444441.1^S17A5_HUMAN^MFS_1^Tm11
XP_035444442.1	XP_035444442.1^MVD1_BOVIN^GHMP_kinases_N^sigP
XP_035444443.1	XP_035444443.1^Tm1
XP_035444444.1	XP_035444444.1^CD5R1_BOVIN^CDK5_activator
XP_035444445.1	XP_035444445.1^PP2AB_RAT^Metallophos
XP_035444446.1	XP_035444446.1^GBLP_DROME^WD40^Tm1
XP_035444447.1	XP_035444447.1^GDC_MOUSE^Mito_carr^Tm1
XP_035444448.1	XP_035444448.1^OAT_DROME^Aminotran_3^Tm1
XP_035444453.1	XP_035444453.1^sigP^Tm1
XP_035444454.1	XP_035444454.1^sigP^Tm1
XP_035444455.1	XP_035444455.1^sigP
XP_035444456.1	XP_035444456.1^4EBP_DROME^eIF_4EBP
XP_035444457.1	XP_035444457.1^CAP_GLY^sigP^Tm2
XP_035444458.1	XP_035444458.1^PXYP1_XENTR^His_Phos_2^Tm1
XP_035444459.1	XP_035444459.1^NSUN4_CAEEL^Methyltr_RsmB-F^sigP^Tm1
XP_035444460.1	XP_035444460.1^DHDH_XENLA^GFO_IDH_MocA
XP_035444463.1	XP_035444463.1^Tm1
XP_035444464.1	XP_035444464.1^SWM1_CAEEL^TIL
XP_035444466.1	XP_035444466.1^DHDH_XENLA^GFO_IDH_MocA
XP_035444467.1	XP_035444467.1^TIL^sigP^Tm1
XP_035444468.1	XP_035444468.1^GST2_MANSE^GST_N^sigP^Tm1
XP_035444469.1	XP_035444469.1^NUDT8_MOUSE
XP_035444470.1	XP_035444470.1^SYF2_DROME^SYF2^sigP^Tm1
XP_035444471.1	XP_035444471.1^DHDH_XENLA^GFO_IDH_MocA
XP_035444472.1	XP_035444472.1^SYF2_DROME^SYF2^sigP
XP_035444473.1	XP_035444473.1^SYF2_DROME^SYF2^Tm2
XP_035444474.1	XP_035444474.1^SYF2_DROME^SYF2^sigP^Tm1
XP_035444475.1	XP_035444475.1^SYF2_DROME^SYF2
XP_035444476.1	XP_035444476.1^CBPB_ASTAS^Peptidase_M14^Tm2
XP_035444477.1	XP_035444477.1^CBPB_ASTAS^Peptidase_M14^Tm2
XP_035444478.1	XP_035444478.1^CBPB_ASTAS^Peptidase_M14^Tm1
XP_035444479.1	XP_035444479.1^DHDH_XENLA^GFO_IDH_MocA
XP_035444480.1	XP_035444480.1^RUNT_DROME^Runt^sigP
XP_035444481.1	XP_035444481.1^FAHD2_XENLA^FAA_hydrolase^Tm1
XP_035444482.1	XP_035444482.1^LOZEN_DROME^Runt^Tm1
XP_035444483.1	XP_035444483.1^LOZEN_DROME^Runt^Tm1
XP_035444484.1	XP_035444484.1^NPC1_HUMAN^NPC1_PIG^NPC1_N^sigP^Tm13
XP_035444485.1	XP_035444485.1^NPC1_HUMAN^NPC1_PIG^NPC1_N^sigP^Tm1
XP_035444486.1	XP_035444486.1^NPC1_HUMAN^NPC1_PIG^NPC1_N^sigP^Tm1
XP_035444487.1	XP_035444487.1^NPC1_HUMAN^NPC1_PIG^NPC1_N^sigP^Tm1
XP_035444488.1	XP_035444488.1^NPC1_HUMAN^NPC1_PIG^NPC1_N^sigP^Tm12
XP_035444489.1	XP_035444489.1^NPC1_HUMAN^NPC1_PIG^NPC1_N^sigP^Tm12
XP_035444490.1	XP_035444490.1^NPC1_HUMAN^NPC1_PIG^NPC1_N^sigP^Tm13
XP_035444491.1	XP_035444491.1^SCP1_ASTLP^EF-hand_5^Tm1
XP_035444492.1	XP_035444492.1^sigP^Tm1
XP_035444493.1	XP_035444493.1^SCP1_ASTLP^EF-hand_8^Tm1
XP_035444494.1	XP_035444494.1^GST2_MANSE^GST_N^Tm1
XP_035444495.1	XP_035444495.1^GRHPR_MOUSE^2-Hacid_dh^Tm1
XP_035444496.1	XP_035444496.1^CDKL2_RABIT^Pkinase^sigP
XP_035444497.1	XP_035444497.1^NAF1_DROME^Gar1^sigP
XP_035444498.1	XP_035444498.1^BAB2_DROME^BTB^sigP^Tm2
XP_035444499.1	XP_035444499.1^sigP^Tm1
XP_035444500.1	XP_035444500.1^M2OM_HUMAN^Mito_carr^Tm2
XP_035444501.1	XP_035444501.1^sigP^Tm1
XP_035444502.1	XP_035444502.1^sigP
XP_035444503.1	XP_035444503.1^CP4C3_DROME^p450
XP_035444504.1	XP_035444504.1^ARHB_XENLA^PID_2
XP_035444505.1	XP_035444505.1^Y0701_DICDI^PH
XP_035444506.1	XP_035444506.1^LOLAL_DROME^TTKB_DROME^BTB^sigP
XP_035444507.1	XP_035444507.1^sigP^Tm1
XP_035444508.1	XP_035444508.1^REPS1_HUMAN^REPS2_HUMAN^EF-hand_4
XP_035444509.1	XP_035444509.1^FZD4_RAT^Fz^sigP^Tm6
XP_035444513.1	XP_035444513.1^CDKL2_RABIT^Pkinase^sigP
XP_035444514.1	XP_035444514.1^sigP^Tm1
XP_035444515.1	XP_035444515.1^LPMO_10^sigP
XP_035444516.1	XP_035444516.1^sigP^Tm1
XP_035444517.1	XP_035444517.1^LYS_OSTED^Destabilase^sigP^Tm1
XP_035444518.1	XP_035444518.1^PKHM2_MOUSE^sigP^Tm1
XP_035444519.1	XP_035444519.1^PO210_DROME^sigP^Tm1
XP_035444520.1	XP_035444520.1^Z658B_HUMAN^zf-C2H2^sigP
XP_035444521.1	XP_035444521.1^Z658B_HUMAN^zf-C2H2^sigP
XP_035444522.1	XP_035444522.1^Z658B_HUMAN^zf-C2H2^sigP
XP_035444523.1	XP_035444523.1^Z658B_HUMAN^zf-C2H2^sigP
XP_035444524.1	XP_035444524.1^Z658B_HUMAN^zf-C2H2^sigP
XP_035444525.1	XP_035444525.1^Z658B_HUMAN^zf-C2H2^sigP
XP_035444526.1	XP_035444526.1^Z658B_HUMAN^zf-C2H2^sigP
XP_035444527.1	XP_035444527.1^Z658B_HUMAN^zf-C2H2^sigP
XP_035444528.1	XP_035444528.1^Z658B_HUMAN^zf-C2H2^sigP
XP_035444529.1	XP_035444529.1^Z658B_HUMAN^zf-C2H2^sigP
XP_035444530.1	XP_035444530.1^Z658B_HUMAN^zf-C2H2^sigP
XP_035444531.1	XP_035444531.1^Z658B_HUMAN^zf-C2H2^sigP
XP_035444532.1	XP_035444532.1^Z658B_HUMAN^zf-C2H2^sigP
XP_035444533.1	XP_035444533.1^Z658B_HUMAN^zf-C2H2^sigP
XP_035444534.1	XP_035444534.1^ZN182_HUMAN^zf-C2H2^sigP
XP_035444535.1	XP_035444535.1^ZN182_HUMAN^zf-C2H2^sigP
XP_035444536.1	XP_035444536.1^GILT_PIG^GILT^sigP
XP_035444537.1	XP_035444537.1^ZN182_MOUSE^zf-C2H2^sigP
XP_035444538.1	XP_035444538.1^ZN182_MOUSE^zf-C2H2^sigP
XP_035444539.1	XP_035444539.1^ZN182_MOUSE^zf-C2H2^sigP
XP_035444540.1	XP_035444540.1^ZN182_HUMAN^zf-C2H2^sigP
XP_035444541.1	XP_035444541.1^ZN182_HUMAN^zf-C2H2^sigP
XP_035444542.1	XP_035444542.1^ZN182_HUMAN^zf-C2H2^sigP
XP_035444543.1	XP_035444543.1^ZN182_HUMAN^zf-C2H2^sigP
XP_035444544.1	XP_035444544.1^ARYA_MANSE^Hemocyanin_N^Tm1
XP_035444545.1	XP_035444545.1^INSV_DROME^BEN^sigP^Tm1
XP_035444546.1	XP_035444546.1^INSV_DROME^BEN^sigP^Tm1
XP_035444547.1	XP_035444547.1^LPMO_10^sigP^Tm1
XP_035444548.1	XP_035444548.1^7tm_7^Tm1
XP_035444549.1	XP_035444549.1^GILT_DANRE^GILT^sigP
XP_035444550.1	XP_035444550.1^sigP
XP_035444551.1	XP_035444551.1^sigP^Tm1
XP_035444552.1	XP_035444552.1^RPGP1_HUMAN^GoLoco^Tm1
XP_035444553.1	XP_035444553.1^RPGP1_HUMAN^GoLoco^Tm1
XP_035444554.1	XP_035444554.1^RPGP1_HUMAN^Rap_GAP^Tm1
XP_035444555.1	XP_035444555.1^GILT_DANRE^GILT^sigP
XP_035444556.1	XP_035444556.1^RPGP1_HUMAN^GoLoco^Tm1
XP_035444557.1	XP_035444557.1^RPGP1_HUMAN^Rap_GAP^Tm1
XP_035444558.1	XP_035444558.1^RPGP1_HUMAN^Rap_GAP^Tm1
XP_035444559.1	XP_035444559.1^RPGP1_HUMAN^Rap_GAP^Tm1
XP_035444560.1	XP_035444560.1^BJSB2_TRINI^Hemocyanin_N^sigP
XP_035444561.1	XP_035444561.1^BJSB2_TRINI^Hemocyanin_N^sigP
XP_035444562.1	XP_035444562.1^ARYA_MANSE^Hemocyanin_N^sigP
XP_035444563.1	XP_035444563.1^ARYA_MANSE^Hemocyanin_N^sigP
XP_035444564.1	XP_035444564.1^SYT15_RAT^C2^Tm1
XP_035444565.1	XP_035444565.1^SYT15_RAT^C2^Tm1
XP_035444566.1	XP_035444566.1^GILT_DANRE^GILT^sigP
XP_035444567.1	XP_035444567.1^SYT15_RAT^C2^Tm1
XP_035444568.1	XP_035444568.1^SYT15_RAT^C2^Tm1
XP_035444569.1	XP_035444569.1^TNNC_TYRPU^EF-hand_7
XP_035444570.1	XP_035444570.1^sigP
XP_035444571.1	XP_035444571.1^G3P_RHIMI^Gp_dh_N^Tm1
XP_035444572.1	XP_035444572.1^G3P_RHIMI^Gp_dh_C^sigP^Tm1
XP_035444573.1	XP_035444573.1^G3P_RHIMI^Gp_dh_C^Tm1
XP_035444574.1	XP_035444574.1^F26L_CHICK^6PF2K^Tm1
XP_035444575.1	XP_035444575.1^F26L_CHICK^6PF2K^Tm1
XP_035444576.1	XP_035444576.1^PLCX3_HUMAN^sigP^Tm2
XP_035444577.1	XP_035444577.1^PLCX3_HUMAN^Tm2
XP_035444578.1	XP_035444578.1^PPCE_MOUSE^Peptidase_S9_N^Tm1
XP_035444579.1	XP_035444579.1^PLCX3_HUMAN^Tm2
XP_035444580.1	XP_035444580.1^PLCX3_HUMAN^Tm2
XP_035444581.1	XP_035444581.1^PLCX3_HUMAN^Tm2
XP_035444582.1	XP_035444582.1^LOLAL_DROME^TTKA_DROME^BTB^sigP^Tm1
XP_035444583.1	XP_035444583.1^PPCE_MOUSE^Peptidase_S9_N
XP_035444584.1	XP_035444584.1^PPCE_MOUSE^Peptidase_S9_N
XP_035444585.1	XP_035444585.1^MARH6_MOUSE^MARH6_HUMAN^RINGv^Tm14
XP_035444586.1	XP_035444586.1^SRC64_DROME^SH3_2
XP_035444587.1	XP_035444587.1^S35B3_ANOGA^UAA^Tm10
XP_035444588.1	XP_035444588.1^S35B3_ANOGA^UAA^Tm10
XP_035444589.1	XP_035444589.1^T184B_HUMAN^Solute_trans_a^Tm7
XP_035444590.1	XP_035444590.1^T184B_HUMAN^Solute_trans_a^Tm7
XP_035444591.1	XP_035444591.1^DDX17_MOUSE^DDX5_HUMAN^DEAD^sigP
XP_035444592.1	XP_035444592.1^DDX17_MOUSE^DDX5_HUMAN^DEAD^sigP
XP_035444593.1	XP_035444593.1^DDX17_HUMAN^DDX17_MOUSE^DEAD^sigP
XP_035444594.1	XP_035444594.1^CDKAL_DROME^UPF0004^sigP^Tm1
XP_035444595.1	XP_035444595.1^XYLA_ARATH
XP_035444596.1	XP_035444596.1^GUTR1_DROME^7TM_GPCR_Srsx^Tm7
XP_035444597.1	XP_035444597.1^GLSK_MOUSE^GLSK_RAT^EF-hand_14
XP_035444598.1	XP_035444598.1^GUTR1_DROME^7TM_GPCR_Srsx^Tm7
XP_035444599.1	XP_035444599.1^ATP5H_DROME^Mt_ATP-synt_D^Tm1
XP_035444600.1	XP_035444600.1^PSA_MOUSE^Peptidase_M1_N
XP_035444601.1	XP_035444601.1^UB2V2_RAT^UQ_con
XP_035444602.1	XP_035444602.1^PGP_BOVIN^Hydrolase
XP_035444603.1	XP_035444603.1^ECI2_HUMAN^ECH_1^Tm1
XP_035444604.1	XP_035444604.1^AT1B_ARTSF^Hydrolase^sigP^Tm5
XP_035444605.1	XP_035444605.1^LENG8_HUMAN^LENG8_XENLA^SAC3_GANP^Tm1
XP_035444606.1	XP_035444606.1^LENG8_HUMAN^LENG8_XENLA^SAC3_GANP^Tm1
XP_035444607.1	XP_035444607.1^DPEP1_HUMAN^DPEP1_RABIT^Peptidase_M19^Tm1
XP_035444608.1	XP_035444608.1^NU188_DROME^Nup188^PATR^sigP^Tm1
XP_035444609.1	XP_035444609.1^OPS2_MANSE^7TM_GPCR_Srsx^Tm7
XP_035444610.1	XP_035444610.1^TESP1_MOUSE^KRAP_IP3R_bind
XP_035444611.1	XP_035444611.1^TESP1_MOUSE^KRAP_IP3R_bind
XP_035444612.1	XP_035444612.1^TESP1_MOUSE^KRAP_IP3R_bind
XP_035444613.1	XP_035444613.1^TESP1_MOUSE^KRAP_IP3R_bind
XP_035444614.1	XP_035444614.1^CP52A_XENLA^Atthog^Tm4
XP_035444615.1	XP_035444615.1^VPS8_DROME
XP_035444616.1	XP_035444616.1^CBX5_HUMAN^CBX5_MOUSE^Chromo^Tm1
XP_035444617.1	XP_035444617.1^FBF1_MOUSE^sigP^Tm1
XP_035444618.1	XP_035444618.1^RFIP3_HUMAN^RFP4A_DANRE^RBD-FIP
XP_035444619.1	XP_035444619.1^RFIP3_HUMAN^RFP4A_DANRE^RBD-FIP
XP_035444620.1	XP_035444620.1^RFIP3_HUMAN^RFP4A_DANRE^RBD-FIP
XP_035444621.1	XP_035444621.1^MCF2L_HUMAN^CRAL_TRIO_2^sigP^Tm1
XP_035444622.1	XP_035444622.1^RFIP3_HUMAN^RFP4A_DANRE^RBD-FIP
XP_035444623.1	XP_035444623.1^Tm1
XP_035444624.1	XP_035444624.1^Tm1
XP_035444625.1	XP_035444625.1^MP17L_XENLA^Mpv17_PMP22^Tm4
XP_035444626.1	XP_035444626.1^MP17L_XENLA^Mpv17_PMP22^Tm4
XP_035444627.1	XP_035444627.1^MP17L_XENLA^Mpv17_PMP22^Tm4
XP_035444628.1	XP_035444628.1^LAR_DROME^Ig_3^sigP^Tm1
XP_035444629.1	XP_035444629.1^FBX32_BOVIN^FBX32_RAT^Tm1
XP_035444630.1	XP_035444630.1^MCF2L_HUMAN^CRAL_TRIO_2^sigP^Tm1
XP_035444631.1	XP_035444631.1^FBX32_RAT^FBX32_MOUSE^Tm1
XP_035444632.1	XP_035444632.1^TFB1M_XENTR^TFB1M_MOUSE^RrnaAD^Tm1
XP_035444633.1	XP_035444633.1^COA3_DROME^Coa3_cc^Tm1
XP_035444634.1	XP_035444634.1^MOD5_MOUSE^IPPT^Tm1
XP_035444635.1	XP_035444635.1^ATX1_MOUSE^AXH
XP_035444636.1	XP_035444636.1^ATX1_MOUSE^AXH
XP_035444637.1	XP_035444637.1^PRP16_HUMAN^PRP16_BOVIN^Helicase_C^sigP^Tm1
XP_035444638.1	XP_035444638.1^PRP16_BOVIN^Helicase_C^Tm1
XP_035444639.1	XP_035444639.1^MCF2L_HUMAN^CRAL_TRIO_2^sigP^Tm1
XP_035444640.1	XP_035444640.1^PRP16_BOVIN^Helicase_C^Tm1
XP_035444641.1	XP_035444641.1^PRP16_BOVIN^Helicase_C^Tm1
XP_035444642.1	XP_035444642.1^Tm1
XP_035444644.1	XP_035444644.1^MYOM_DICDI^ITSN2_HUMAN^RhoGEF^sigP^Tm1
XP_035444645.1	XP_035444645.1^sigP^Tm1
XP_035444646.1	XP_035444646.1^BCAR1_HUMAN^SH3_2^Tm1
XP_035444647.1	XP_035444647.1^MCF2L_HUMAN^CRAL_TRIO_2^sigP^Tm1
XP_035444648.1	XP_035444648.1^BCAR1_HUMAN^SH3_2
XP_035444649.1	XP_035444649.1^COFA1_HUMAN^COIA1_MOUSE^Collagen^sigP^Tm1
XP_035444650.1	XP_035444650.1^COFA1_HUMAN^COIA1_MOUSE^Collagen^sigP^Tm1
XP_035444651.1	XP_035444651.1^LOLAL_DROME^TTKB_DROME^BTB^sigP^Tm1
XP_035444652.1	XP_035444652.1^COFA1_HUMAN^COIA1_MOUSE^Collagen^sigP^Tm1
XP_035444653.1	XP_035444653.1^COFA1_HUMAN^COIA1_MOUSE^Collagen^sigP^Tm1
XP_035444654.1	XP_035444654.1^COFA1_HUMAN^COIA1_MOUSE^Collagen^sigP^Tm1
XP_035444655.1	XP_035444655.1^COFA1_HUMAN^COIA1_MOUSE^Collagen^sigP^Tm1
XP_035444656.1	XP_035444656.1^COFA1_HUMAN^COIA1_MOUSE^Collagen^sigP^Tm1
XP_035444657.1	XP_035444657.1^MCF2L_HUMAN^CRAL_TRIO_2^sigP^Tm1
XP_035444658.1	XP_035444658.1^COFA1_HUMAN^COIA1_MOUSE^Collagen^sigP^Tm1
XP_035444659.1	XP_035444659.1^COFA1_HUMAN^CO4A1_MOUSE^Collagen^sigP^Tm1
XP_035444660.1	XP_035444660.1^COFA1_HUMAN^Collagen^sigP^Tm1
XP_035444661.1	XP_035444661.1^COFA1_HUMAN^Collagen^sigP^Tm1
XP_035444662.1	XP_035444662.1^COFA1_HUMAN^CO4A1_MOUSE^Collagen^Tm1
XP_035444663.1	XP_035444663.1^COFA1_HUMAN^CO5A3_HUMAN^Collagen^sigP^Tm1
XP_035444664.1	XP_035444664.1^COFA1_HUMAN^COIA1_MOUSE^Collagen^sigP^Tm1
XP_035444665.1	XP_035444665.1^COFA1_HUMAN^Collagen^sigP^Tm1
XP_035444666.1	XP_035444666.1^CP6B2_HELAM^p450^Tm1
XP_035444667.1	XP_035444667.1^ATFC_BOMMO^bZIP_2
XP_035444668.1	XP_035444668.1^ATFC_BOMMO^bZIP_2
XP_035444669.1	XP_035444669.1^ALAT2_XENTR^Aminotran_1_2^Tm1
XP_035444670.1	XP_035444670.1^ALAT2_XENTR^Aminotran_1_2^Tm1
XP_035444671.1	XP_035444671.1^ALAT2_XENTR^Aminotran_1_2
XP_035444672.1	XP_035444672.1^MCF2L_HUMAN^CRAL_TRIO_2^sigP^Tm1
XP_035444673.1	XP_035444673.1^RIMS2_MOUSE^PCLO_RAT^PDZ
XP_035444674.1	XP_035444674.1^RIMS2_MOUSE^PCLO_RAT^PDZ
XP_035444675.1	XP_035444675.1^RIMS2_MOUSE^PCLO_RAT^PDZ
XP_035444676.1	XP_035444676.1^RIMS2_MOUSE^PCLO_RAT^PDZ
XP_035444677.1	XP_035444677.1^RIMS2_MOUSE^PDZ
XP_035444678.1	XP_035444678.1^RIMS2_MOUSE^PCLO_RAT^PDZ
XP_035444679.1	XP_035444679.1^RIMS2_MOUSE^PCLO_RAT^PDZ
XP_035444680.1	XP_035444680.1^RIMS2_MOUSE^PCLO_RAT^PDZ
XP_035444681.1	XP_035444681.1^RIMS2_MOUSE^PCLO_RAT^PDZ
XP_035444682.1	XP_035444682.1^MCF2L_HUMAN^CRAL_TRIO_2^sigP^Tm1
XP_035444683.1	XP_035444683.1^TF2AA_DROME^TFIIA^sigP
XP_035444684.1	XP_035444684.1^NOL11_DANRE
XP_035444685.1	XP_035444685.1^ALG1_MOUSE^Glycos_transf_1
XP_035444686.1	XP_035444686.1^RNPC3_DANRE^RRM_1
XP_035444687.1	XP_035444687.1^ADHX_SPAAU^ADH_N
XP_035444688.1	XP_035444688.1^MYC_DROME^HLH^Tm1
XP_035444689.1	XP_035444689.1^MYC_DROME^HLH^Tm1
XP_035444690.1	XP_035444690.1^MCF2L_HUMAN^CRAL_TRIO_2^sigP^Tm1
XP_035444691.1	XP_035444691.1^LRR_1^sigP^Tm1
XP_035444692.1	XP_035444692.1^Tm1
XP_035444694.1	XP_035444694.1^ARL4A_RAT^Arf
XP_035444695.1	XP_035444695.1^ARL4A_RAT^Arf
XP_035444696.1	XP_035444696.1^ARL4A_RAT^Arf
XP_035444697.1	XP_035444697.1^ARL4A_RAT^Arf
XP_035444698.1	XP_035444698.1^ARL4A_RAT^Arf
XP_035444699.1	XP_035444699.1^SBKH_DROME^Pkinase^Tm1
XP_035444700.1	XP_035444700.1^NTAN1_PIG^N_Asn_amidohyd^sigP
XP_035444701.1	XP_035444701.1^NTAN1_PIG^N_Asn_amidohyd
XP_035444702.1	XP_035444702.1^NTAN1_PIG^N_Asn_amidohyd
XP_035444703.1	XP_035444703.1^KAD2_DROWI^ADK^sigP
XP_035444704.1	XP_035444704.1^NTAN1_PIG^N_Asn_amidohyd
XP_035444705.1	XP_035444705.1^sigP
XP_035444706.1	XP_035444706.1^sigP^Tm2
XP_035444707.1	XP_035444707.1^sigP
XP_035444708.1	XP_035444708.1^sigP
XP_035444709.1	XP_035444709.1^sigP
XP_035444710.1	XP_035444710.1^sigP^Tm1
XP_035444711.1	XP_035444711.1^sigP^Tm1
XP_035444712.1	XP_035444712.1^S38AA_XENLA^S38AA_PONAB^Aa_trans^Tm1
XP_035444713.1	XP_035444713.1^S38AA_XENLA^Aa_trans^Tm3
XP_035444714.1	XP_035444714.1^ELYS_XENLA^ELYS-bb^sigP^Tm1
XP_035444715.1	XP_035444715.1^Tm1
XP_035444716.1	XP_035444716.1^ELYS_XENLA^ELYS-bb^sigP^Tm2
XP_035444717.1	XP_035444717.1^ELYS_XENLA^ELYS-bb^sigP^Tm2
XP_035444718.1	XP_035444718.1^ESTJ_TRICA^COesterase
XP_035444719.1	XP_035444719.1^ESTJ_TRICA^COesterase^Tm1
XP_035444720.1	XP_035444720.1^ESTJ_TRICA^COesterase^sigP
XP_035444721.1	XP_035444721.1^GFOD1_XENTR^GFO_IDH_MocA^sigP
XP_035444722.1	XP_035444722.1^CH10_SCHJA^Cpn10
XP_035444723.1	XP_035444723.1^S38AA_XENLA^S38AA_PONAB^Aa_trans^LSPR^sigP^Tm1
XP_035444724.1	XP_035444724.1^ZN184_HUMAN^ZN544_HUMAN^zf-C2H2^sigP^Tm1
